budget,revenue,original_title,cast,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
12000000,96070507,Think Like a Man,Michael Ealy|Jerry Ferrara|Meagan Good|Regina Hall|Kevin Hart,Tim Story,123,Comedy|Romance,201,6.6,2012,11396931.3762269,91242414.62986091
2000000,14400000,Hit & Run,Kristen Bell|Dax Shepard|Tom Arnold|Kristin Chenoweth|Michael Rosenbaum,David Palmer|Dax Shepard,100,Action|Comedy|Romance,175,5.4,2012,1899488.56270449,13676317.6514723
12000000,66351,Deadfall,Eric Bana|Olivia Wilde|Charlie Hunnam|Patrick Kerton|Kris Kristofferson,Stefan Ruzowitzky,95,Crime|Drama|Thriller,138,5.5,2012,11396931.3762269,63016.4828120028
0,34153101,Cirque du Soleil: Worlds Away,Erica Linz|Igor Zaripov|Matt Gillanders|Jason Berrent|Dallas Barnett,Andrew Adamson,91,Fantasy|Family,47,5.9,2012,0.0,32436712.3651956
0,61782,Sightseers,Alice Lowe|Steve Oram|Jonathan Aris|Monica Dolan|Sara Stewart,Ben Wheatley,88,Adventure|Comedy|Crime,103,6.0,2012,0.0,58677.10119050441
0,319285,Compliance,Ann Dowd|Dreama Walker|Pat Healy|Philip Ettinger|James McCaffrey,Craig Zobel,90,Drama|Thriller|Crime,118,6.3,2012,0.0,303239.102871551
0,19633027,The Company You Keep,Robert Redford|Shia LaBeouf|Julie Christie|Susan Sarandon|Nick Nolte,Robert Redford,121,Drama|Thriller,177,5.8,2012,0.0,18646355.1188842
3000000,3010,ATM,Alice Eve|Josh Peck|Brian Geraghty|Aaron Hughes|Will Woytowich,David Brooks,90,Horror|Thriller,105,5.5,2012,2849232.84405673,2858.73028687026
1800000,21107746,Beasts of the Southern Wild,QuvenzhanÃ© Wallis|Dwight Henry|Levy Easterly|Gina Montana|Lowell Landes,Benh Zeitlin,93,Drama|Fantasy,262,6.6,2012,1709539.70643404,20046961.0557357
0,45250,My Awkward Sexual Adventure,Jonas Chernick|Emily Hampshire|Sarah Manninen|Vik Sahay,Sean Garrity,98,Comedy|Romance,41,5.4,2012,0.0,42975.9287311891
0,641100,Holy Motors,Eva Mendes|Kylie Minogue|Michel Piccoli|Edith Scob|Denis Lavant,Leos Carax,115,Drama|Fantasy,133,6.7,2012,0.0,608881.058774924
20000000,4636169,Fire with Fire,Bruce Willis|Josh Duhamel|Rosario Dawson|Vincent D'Onofrio|50 Cent,David Barrett,97,Action|Crime|Drama|Thriller,144,5.7,2012,18994885.627044898,4403174.99513256
750000,4007792,Safety Not Guaranteed,Aubrey Plaza|Mark Duplass|Jake Johnson|Karan Soni|Jenica Bergere,Colin Trevorrow,85,Comedy|Romance|Science Fiction|Drama,341,6.7,2012,712308.211014184,3806377.53284928
17000000,9627492,The Apparition,Ashley Greene|Sebastian Stan|Tom Felton|Julianna Guill|Luke Pasqualino,Todd Lincoln ,82,Horror|Thriller,76,4.4,2012,16145652.782988098,9143655.47076449
8000000,1653792,2 Days in New York,Julie Delpy|Dylan Baker|Chris Rock|Albert Delpy|Vincent Gallo,Julie Delpy,91,Comedy,60,5.3,2012,7597954.25081796,1570679.49454609
2500000,3325038,Robot & Frank,Frank Langella|Liv Tyler|James Marsden|Susan Sarandon|Peter Sarsgaard,Jake Schreier,85,Science Fiction|Comedy|Drama|Crime,307,6.7,2012,2374360.70338061,3157935.8257788997
20500000,6063556,Cosmopolis,Robert Pattinson|Sarah Gadon|Juliette Binoche|Paul Giamatti|Samantha Morton,David Cronenberg,109,Drama,191,4.8,2012,19469757.767720997,5758827.63565909
0,704,Into the White,Stig Henrik Hoff|Lachlan Nieboer|Rupert Grint|Florian Lukas|David Kross,Petter NÃ¦ss,100,Action|Drama,44,6.5,2012,0.0,668.619974071981
0,102388,The Magic of Belle Isle,Morgan Freeman|Virginia Madsen|Madeline Carroll|Emma Fuhrmann|Nicolette Pierini,Rob Reiner,109,Comedy|Drama,61,7.1,2012,0.0,97242.4174790937
6300000,419953,Shadow Dancer,Andrea Riseborough|Clive Owen|Gillian Anderson|Aidan Gillen|Domhnall Gleeson,James Marsh,101,Thriller,55,5.6,2012,5983388.97251914,398847.96018671896
0,3094813,Celeste & Jesse Forever,Rashida Jones|Andy Samberg|Elijah Wood|Emma Roberts|Ari Graynor,Lee Toland Krieger,91,Comedy|Drama|Romance,129,6.4,2012,0.0,2939280.94860458
0,1697294,Song for Marion,Terence Stamp|Vanessa Redgrave|Gemma Arterton|Christopher Eccleston|Anne Reid,Paul Andrew Williams,93,Music|Comedy|Romance|Drama,44,6.5,2012,0.0,1611995.27027347
0,22930,Struck by Lightning,Dermot Mulroney|Sarah Hyland|Chris Colfer|Allison Janney|Christina Hendricks,Brian Dannelly,90,Comedy|Drama,58,6.0,2012,0.0,21777.636371407
500000,376597,Smashed,Mary Elizabeth Winstead|Aaron Paul|Octavia Spencer|Nick Offerman|Megan Mullally,James Ponsoldt,85,Drama,52,6.1,2012,474872.14067612204,357670.847124411
0,717205,Hannah Arendt,Barbara Sukowa|Axel Milberg|Janet McTeer|Julia Jentsch|Nicholas Woodeson,Margarethe von Trotta,113,Drama,48,6.8,2012,0.0,681161.347307237
65000000,240159255,Resident Evil: Retribution,Milla Jovovich|Sienna Guillory|Michelle Rodriguez|Aryana Engineer|Li Bingbing,Paul W.S. Anderson,95,Action|Horror|Science Fiction,1152,5.6,2012,61733378.287895896,228089879.05006498
300000,2750275,Oh Boy,Tom Schilling|Marc Hosemann|Friederike Kempter|Justus von DohnÃ¡nyi|Katharina SchÃ¼ttler,Jan Ole Gerster,88,Comedy|Drama,73,7.1,2012,284923.284405673,2612057.95339604
0,1328467,Chasing Ice,James Balog|Svavar Jonatansson|Adam LeWinter|Louie Psihoyos|Kitty Boone,Jeff Orlowski,74,Documentary,43,7.7,2012,0.0,1261703.93621517
0,7034007,The Angels' Share,Paul Brannigan|Siobhan Reilly|John Henshaw|Gary Maitland|William Ruane,Ken Loach,101,Drama|Comedy,78,6.9,2012,0.0,6680507.92324166
0,1562546,A Late Quartet,Philip Seymour Hoffman|Mark Ivanir|Catherine Keener|Imogen Poots|Christopher Walken,Yaron Zilberman,105,Drama,48,6.4,2012,0.0,1484019.12784982
2840000,11620000,English Vinglish,Sridevi Kapoor|Priya Anand|Mehdi Nebbou|Adil Hussain|Ajith Kumar,Gauri Shinde,133,Drama,42,7.1,2012,2697273.75904037,11036028.549313001
100000,95000,Stitches,Ross Noble|Tommy Knight|Gemma-Leah Devereux|John McDonnell,Conor McMahon,86,Horror,45,5.2,2012,94974.42813522449,90225.7067284633
0,714544,The Queen of Versailles,Jackie Siegel|David Siegel|Virginia Nebab,Lauren Greenfield,100,Documentary,47,6.8,2012,0.0,678634.077774559
12000000,32726956,Katy Perry: Part of Me,Katy Perry|Russell Brand|Shannon Woodward|Rachael Markarian|Mia Moretti,Dan Cutforth|Jane Lipsitz,93,Documentary|Music,63,6.5,2012,11396931.3762269,31082239.307066496
94000000,1118888979,The Lord of the Rings: The Return of the King,Elijah Wood|Ian McKellen|Viggo Mortensen|Liv Tyler|Orlando Bloom,Peter Jackson,201,Adventure|Fantasy|Action,5636,7.9,2003,111423148.609557,1326278010.4756699
22000000,95708457,Underworld,Kate Beckinsale|Scott Speedman|Michael Sheen|Shane Brolly|Bill Nighy,Len Wiseman,121,Fantasy|Action|Thriller,1708,6.5,2003,26077758.1852156,113448272.63300401
140000000,655011224,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,Gore Verbinski,143,Adventure|Fantasy|Action,4223,7.3,2003,165949370.269553,776419286.73064
30000000,180949000,Kill Bill: Vol. 1,Uma Thurman|Lucy Liu|Vivica A. Fox|Daryl Hannah|David Carradine,Quentin Tarantino,111,Action|Crime,2932,7.6,2003,35560579.3434758,214488375.720753
150000000,424988211,The Matrix Revolutions,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Mary Alice,Lilly Wachowski|Lana Wachowski,129,Adventure|Action|Thriller|Science Fiction,2138,6.4,2003,177802896.717379,503760899.910245
150000000,738599701,The Matrix Reloaded,Keanu Reeves|Carrie-Anne Moss|Laurence Fishburne|Hugo Weaving|Helmut Bakaitis,Lilly Wachowski|Lana Wachowski,138,Adventure|Action|Thriller|Science Fiction,2376,6.6,2003,177802896.717379,875501109.015934
94000000,864625978,Finding Nemo,Albert Brooks|Ellen DeGeneres|Alexander Gould|Willem Dafoe|Brad Garrett,Andrew Stanton|Lee Unkrich,100,Animation|Family,3692,7.4,2003,111423148.609557,1024886689.7699699
80000000,484572835,Bruce Almighty,Jim Carrey|Jennifer Aniston|Philip Baker Hall|Catherine Bell|Lisa Ann Walter,Tom Shadyac,101,Fantasy|Comedy,1706,6.3,2003,94828211.5826022,574389691.557017
40000000,244931766,Love Actually,Bill Nighy|Gregor Fisher|Colin Firth|Sienna Guillory|Liam Neeson,Richard Curtis,135,Comedy|Romance|Drama,1251,6.9,2003,47414105.7913011,290330516.61935496
32000000,173398518,Elf,Will Ferrell|James Caan|Zooey Deschanel|Mary Steenburgen|Daniel Tay,Jon Favreau,97,Romance|Comedy|Family|Fantasy,606,6.5,2003,37931284.63304079,205538391.91267
200000000,435000000,Terminator 3: Rise of the Machines,Arnold Schwarzenegger|Nick Stahl|Claire Danes|Kristanna Loken|David Andrews,Jonathan Mostow,109,Action|Thriller|Science Fiction,1314,5.8,2003,237070528.95650497,515628400.480399
15000000,15121165,The Dreamers,Michael Pitt|Eva Green|Louis Garrel|Anna Chancellor|Robin Renucci,Bernardo Bertolucci,115,Drama|Romance,312,7.1,2003,17780289.6717379,17923912.9249429
70000000,122919055,Big Fish,Ewan McGregor|Albert Finney|Billy Crudup|Jessica Lange|Helena Bonham Carter,Tim Burton,125,Adventure|Fantasy|Drama,1091,7.4,2003,82974685.1347769,145702426.93841898
78000000,179179718,Daredevil,Ben Affleck|Jennifer Garner|Colin Farrell|Michael Clarke Duncan|Jon Favreau,Mark Steven Johnson,103,Fantasy|Action|Crime|Science Fiction|Thriller,881,4.9,2003,92457506.2930371,212391152.622687
55000000,231449203,American Wedding,Jason Biggs|Alyson Hannigan|Seann William Scott|Eddie Kaye Thomas|Thomas Ian Nicholas,Jesse Dylan,103,Comedy|Romance,662,6.0,2003,65194395.463039,274348924.908858
78000000,179265204,The League of Extraordinary Gentlemen,Sean Connery|Peta Wilson|Shane West|Stuart Townsend|Jason Flemyng,Stephen Norrington,110,Fantasy|Action|Thriller|Science Fiction,672,5.6,2003,92457506.2930371,212492483.678879
60000000,176070171,The Italian Job,Mark Wahlberg|Charlize Theron|Jason Statham|Edward Norton|Fausto Callegarini,F. Gary Gray,111,Thriller|Action|Crime,1295,6.6,2003,71121158.6869516,208705242.862161
20000000,135680000,The Jungle Book 2,John Goodman|Haley Joel Osment|Mae Whitman|Phil Collins|Connor Funk,Steve Trenbirth,72,Family|Animation|Adventure,156,5.6,2003,23707052.895650502,160828646.844093
4000000,119723856,Lost in Translation,Bill Murray|Scarlett Johansson|Anna Faris|Giovanni Ribisi|Akiko Takeshita,Sofia Coppola,102,Drama,1135,7.3,2003,4741410.57913011,141914989.35316202
23000000,76488889,Bad Santa,Billy Bob Thornton|Tony Cox|Brett Kelly|Lauren Graham|Bernie Mac,Terry Zwigoff,91,Drama|Comedy|Crime,353,6.2,2003,27263110.829998102,90666306.8726272
40000000,160583018,Johnny English,Rowan Atkinson|John Malkovich|Natalie Imbruglia|Tasha de Vasconcelos|Ben Miller,Peter Howitt,88,Adventure|Action|Comedy,514,6.0,2003,47414105.7913011,190347505.09346002
100000000,250,Brother Bear,Joaquin Phoenix|Jeremy Suarez|Rick Moranis|Joan Copeland|Michael Clarke Duncan,Aaron Blaise|Robert Walker,85,Animation|Adventure|Family|Fantasy,753,6.8,2003,118535264.47825201,296.33816119563204
100000000,121975011,Peter Pan,Jeremy Sumpter|Jason Isaacs|Rachel Hurd-Wood|Richard Briers|Olivia Williams,P.J. Hogan,113,Adventure|Fantasy|Family,391,6.7,2003,118535264.47825201,144583401.886227
48000000,220673217,Scary Movie 3,Pamela Anderson|Jenny McCarthy|Marny Eng|Charlie Sheen|Simon Rex,David Zucker,84,Comedy,466,5.6,2003,56896926.94956129,261575581.403618
18000000,62646763,Honey,Jessica Alba|Mekhi Phifer|Joy Bryant|Romeo Miller|David Moscow,Bille Woodruff,94,Music,156,6.0,2003,21336347.6060855,74258506.20911421
36000000,44350926,A Man Apart,Vin Diesel|Larenz Tate|Timothy Olyphant|Geno Silva|Jacqueline Obradors,F. Gary Gray,109,Action|Drama,152,5.7,2003,42672695.212171,52571487.432654105
35000000,131282949,The School of Rock,Jack Black|Joan Cusack|Mike White|Sarah Silverman|Adam Pascal,Richard Linklater,108,Comedy|Music,767,6.6,2003,41487342.5673884,155616590.811999
140000000,456758981,The Last Samurai,Tom Cruise|Ken Watanabe|William Atherton|Chad Lindberg|Billy Connolly,Edward Zwick,154,Drama|Action|War|History,1093,7.1,2003,165949370.269553,541420466.1565219
130000000,273339556,Bad Boys II,Martin Lawrence|Will Smith|Jordi MollÃ |Gabrielle Union|Peter Stormare,Michael Bay,147,Adventure|Action|Comedy|Thriller|Crime,1041,6.3,2003,154095843.821728,324003765.628281
95000000,156505388,Lara Croft Tomb Raider: The Cradle of Life,Angelina Jolie|Gerard Butler|Noah Taylor|Djimon Hounsou|Til Schweiger,Jan de Bont,117,Action|Adventure|Fantasy|Thriller,994,5.5,2003,112608501.25434,185514075.58851498
12600000,28650575,Wrong Turn,Desmond Harrington|Eliza Dushku|Emmanuelle Chriqui|Jeremy Sisto|Kevin Zegers,Rob Schmidt,84,Horror|Thriller,347,5.9,2003,14935443.324259803,33961034.8507901
30000000,90259536,Identity,John Cusack|Ray Liotta|Amanda Peet|John Hawkes|Alfred Molina,James Mangold,90,Mystery|Thriller,549,7.0,2003,35560579.3434758,106989379.714443
150000000,212011111,Master and Commander: The Far Side of the World,Russell Crowe|Paul Bettany|James D'Arcy|Billy Boyd|Joseph Morgan,Peter Weir,138,Adventure,434,6.6,2003,177802896.717379,251307931.14713198
25000000,156822020,Mystic River,Sean Penn|Tim Robbins|Kevin Bacon|Marcia Gay Harden|Kevin Chapman,Clint Eastwood,138,Thriller|Crime|Drama|Mystery,743,7.4,2003,29633816.119563203,185889396.16713798
75000000,195745823,Anger Management,Adam Sandler|Jack Nicholson|Luis GuzmÃ¡n|Marisa Tomei|January Jones,Peter Segal,106,Comedy,498,5.9,2003,88901448.3586895,232027828.99818197
60000000,74208267,The Core,Aaron Eckhart|Hilary Swank|Delroy Lindo|Stanley Tucci|TchÃ©ky Karyo,Jon Amiel,136,Action|Thriller|Adventure|Science Fiction,278,5.3,2003,71121158.6869516,87962965.55317791
137000000,245360480,Hulk,Eric Bana|Jennifer Connelly|Sam Elliott|Josh Lucas|Nick Nolte,Ang Lee,138,Action|Science Fiction,850,5.2,2003,162393312.335206,290838693.89311004
29000000,98185582,Once Upon a Time in Mexico,Antonio Banderas|Salma Hayek|Johnny Depp|Eva Mendes|Mickey Rourke,Robert Rodriguez,102,Action,320,6.1,2003,34375226.6986933,116384539.303211
24000000,87055349,Old School,Luke Wilson|Will Ferrell|Vince Vaughn|Ellen Pompeo|Leah Remini,Todd Phillips,91,Comedy,267,6.6,2003,28448463.474780604,103191288.179616
50000000,177371441,How to Lose a Guy in 10 Days,Kate Hudson|Matthew McConaughey|Kathryn Hahn|Annie Parisse|Adam Goldberg,Donald Petrie,116,Comedy|Romance,499,6.2,2003,59267632.23912641,210247706.698238
50000000,88323487,Shanghai Knights,Jackie Chan|Owen Wilson|Fann Wong|Aaron Taylor-Johnson|Aidan Gillen,David Dobkin,115,Action|Adventure|Comedy|Western,393,5.9,2003,59267632.23912641,104694478.911865
80000000,116643346,S.W.A.T.,Samuel L. Jackson|Colin Farrell|Michelle Rodriguez|LL Cool J|Josh Charles,Clark Johnson,117,Action|Thriller|Crime,499,5.8,2003,94828211.5826022,138263498.677383
70000000,85632458,Tears of the Sun,Bruce Willis|Monica Bellucci|Cole Hauser|Eamonn Walker|Johnny Messner,Antoine Fuqua,121,Action|Drama|War,349,6.4,2003,82974685.1347769,101504660.569528
45000000,124914842,"Legally Blonde 2: Red, White & Blonde",Reese Witherspoon|Sally Field|Regina King|Jennifer Coolidge|James Newman,Charles Herman-Wurmfeld,95,Comedy,235,5.2,2003,53340869.015213706,148068138.337291
26000000,110230332,Freaky Friday,Jamie Lee Curtis|Lindsay Lohan|Mark Harmon|Harold Gould|Haley Hudson,Mark Waters,97,Comedy|Family|Fantasy,473,6.0,2003,30819168.764345698,130661815.571456
60000000,26288320,Sinbad: Legend of the Seven Seas,Brad Pitt|Catherine Zeta-Jones|Michelle Pfeiffer|Joseph Fiennes|Dennis Haysbert,Tim Johnson|Patrick Gilmore,86,Family|Animation|Adventure,196,6.3,2003,71121158.6869516,31160929.6388894
80000000,19480739,Timeline,Paul Walker|Frances O'Connor|Gerard Butler|Billy Connolly|David Thewlis,Richard Donner,116,Action|Adventure|Science Fiction,176,5.1,2003,94828211.5826022,23091545.495968103
60000000,96269812,Paycheck,Ben Affleck|Aaron Eckhart|Uma Thurman|Paul Giamatti|Colm Feore,John Woo,119,Action|Adventure|Mystery|Science Fiction|Thriller,343,5.7,2003,71121158.6869516,114113676.26691599
120000000,259175788,Charlie's Angels: Full Throttle,Cameron Diaz|Drew Barrymore|Lucy Liu|Bernie Mac|Robert Patrick,McG,106,Action|Adventure|Comedy|Crime,592,5.3,2003,142242317.373903,307214705.769395
80000000,266728738,Something's Gotta Give,Jack Nicholson|Diane Keaton|Keanu Reeves|Frances McDormand|Amanda Peet,Nancy Meyers,128,Drama|Comedy|Romance,236,6.2,2003,94828211.5826022,316167615.027806
90000000,182290266,The Haunted Mansion,Eddie Murphy|Terence Stamp|Nathaniel Parker|Marsha Thomason|Jennifer Tilly,Rob Minkoff,99,Thriller|Fantasy|Comedy|Family|Mystery,270,5.1,2003,106681738.03042701,216078248.92121002
40000000,19322135,Duplex,Ben Stiller|Drew Barrymore|Eileen Essell|Amber Valletta|Justin Theroux,Danny DeVito,89,Action|Comedy|Thriller,262,5.8,2003,47414105.7913011,22903543.825095
40000000,141591324,Gothika,Halle Berry|Robert Downey Jr.|Charles S. Dutton|PenÃ©lope Cruz|John Carroll Lynch,Mathieu Kassovitz,98,Horror|Thriller,339,5.8,2003,47414105.7913011,167835650.381659
20000000,60427839,21 Grams,Sean Penn|Naomi Watts|Benicio del Toro|Danny Huston|Carly Nahon,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,124,Drama|Crime|Thriller,520,7.0,2003,23707052.895650502,71628298.7771428
26000000,90426405,Final Destination 2,Ali Larter|A.J. Cook|Michael Landes|Tony Todd|Keegan Connor Tracy,David R. Ellis,90,Horror|Mystery,519,5.9,2003,30819168.764345698,107187178.324926
9500000,107071655,The Texas Chainsaw Massacre,Jessica Biel|Jonathan Tucker|Erica Leerhsen|Mike Vogel|Eric Balfour,Marcus Nispel,98,Horror,333,6.0,2003,11260850.125434,126917669.435492
0,101191884,The Recruit,Al Pacino|Colin Farrell|Bridget Moynahan|Gabriel Macht|Kenneth Mitchell,Roger Donaldson,115,Action|Thriller|Crime|Drama,290,5.9,2003,0.0,119948067.329926
40000000,190212113,Cheaper by the Dozen,Steve Martin|Bonnie Hunt|Piper Perabo|Tom Welling|Hilary Duff,Shawn Levy,98,Comedy|Drama|Family,357,5.8,2003,47414105.7913011,225468431.214223
79000000,173013509,Cold Mountain,Jude Law|Nicole Kidman|RenÃ©e Zellweger|Eileen Atkins|Brendan Gleeson,Anthony Minghella,154,Drama,299,6.5,2003,93642858.9378197,205082020.476255
2000000,4601043,Thirteen,Evan Rachel Wood|Nikki Reed|Vanessa Hudgens|Holly Hunter|Brady Corbet,Catherine Hardwicke,100,Drama,153,6.6,2003,2370705.28956505,5453858.48880813
30000000,114908830,Freddy vs. Jason,Robert Englund|Ken Kirzinger|Jason Ritter|Monica Keena|Lochlyn Munro,Ronny Yu,97,Horror,315,5.7,2003,35560579.3434758,136207485.54936498
25000000,56489558,Cradle 2 the Grave,Jet Li|DMX|Kelly Hu|Anthony Anderson|Tom Arnold,Andrzej Bartkowiak,101,Action|Crime|Drama,133,5.9,2003,29633816.119563203,66960046.977896
80000000,68514844,Looney Tunes: Back in Action,Brendan Fraser|Jenna Elfman|Steve Martin|Timothy Dalton|Heather Locklear,Joe Dante,90,Animation|Comedy|Family,144,5.5,2003,94828211.5826022,81214251.54226229
50000000,42792561,Basic,John Travolta|Connie Nielsen|Samuel L. Jackson|Giovanni Ribisi|Tim Daly,John McTiernan,98,Action|Drama|Mystery|Thriller|Crime,153,6.0,2003,59267632.23912641,50724275.3583676
85000000,80916492,The Rundown,"Dwayne Johnson|Seann William Scott|Rosario Dawson|Christopher Walken|Ernie Reyes, Jr.",Peter Berg,104,Adventure|Action|Comedy|Thriller,298,6.3,2003,100754974.806514,95914577.7987242
76000000,236350661,2 Fast 2 Furious,Paul Walker|Tyrese Gibson|Eva Mendes|Cole Hauser|Ludacris,John Singleton,107,Action|Crime|Thriller,1275,6.1,2003,90086801.00347209,280158881.112448
0,15614000,View from the Top,Gwyneth Paltrow|Christina Applegate|Candice Bergen|Marc Blucas|Kelly Preston,Bruno Barreto,87,Comedy|Romance,81,5.3,2003,0.0,18508096.1956343
22000000,68296293,Open Range,Kevin Costner|Robert Duvall|Michael Gambon|Michael Jeter|Diego Luna,Kevin Costner,139,Western,125,6.8,2003,26077758.1852156,80955191.5363924
18000000,101564935,Just Married,Ashton Kutcher|Brittany Murphy|Christian Kane|David Moscow|Alex Thomas,Shawn Levy,95,Comedy,242,5.3,2003,21336347.6060855,120390264.31941499
60000000,164433867,Daddy Day Care,Eddie Murphy|Jeff Garlin|Steve Zahn|Regina King|Kevin Nealon,Steve Carr,92,Comedy|Family,257,5.7,2003,71121158.6869516,194912119.140268
0,65565672,Matchstick Men,Nicolas Cage|Sam Rockwell|Alison Lohman|Bruce Altman|Bruce McGill,Ridley Scott,116,Comedy|Drama|Crime|Thriller,262,6.7,2003,0.0,77718442.7121437
87000000,148336445,Seabiscuit,Jeff Bridges|David McCullough|Chris Cooper|Tobey Maguire|Elizabeth Banks,Gary Ross,141,Drama|History,109,6.4,2003,103125680.096079,175830997.398388
50000000,55495563,Out of Time,Denzel Washington|Eva Mendes|Sanaa Lathan|John Billingsley|Dean Cain,Carl Franklin,105,Thriller|Crime|Drama,151,6.0,2003,59267632.23912641,65781812.3757454
17000000,63102666,Jeepers Creepers 2,Ray Wise|Jonathan Breck|Garikayi Mutambirwa|Eric Nenninger|Josh Hammond,Victor Salva,104,Horror|Thriller,123,5.4,2003,20150994.9613029,74798912.0359285
17000000,55534455,The Lizzie McGuire Movie,Hilary Duff|Adam Lamberg|Hallie Todd|Robert Carradine|Jake Thomas,Jim Fall,94,Comedy|Adventure|Family,158,5.8,2003,20150994.9613029,65827913.110806204
68000000,75715436,Dreamcatcher,Morgan Freeman|Thomas Jane|Jason Lee|Damian Lewis|Timothy Olyphant,Lawrence Kasdan,136,Drama|Horror|Science Fiction|Thriller,330,5.1,2003,80603979.84521191,89749492.31346221
0,6585516,Ned Kelly,Heath Ledger|Orlando Bloom|Geoffrey Rush|Naomi Watts|Joel Edgerton,Gregor Jordan,110,Action|Adventure|Drama|History,60,5.8,2003,0.0,7806158.80785765
38000000,197011982,Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,Robert Rodriguez,84,Action|Adventure|Comedy|Family|Science Fiction,281,4.8,2003,45043400.501736,233528673.91754702
35000000,20298207,Down with Love,RenÃ©e Zellweger|Ewan McGregor|Sarah Paulson|David Hyde Pierce|Rachel Dratch,Peyton Reed,101,Action|Comedy|Romance|Thriller,107,6.0,2003,41487342.5673884,24060533.3517932
35000000,11560806,The Order,Heath Ledger|Shannyn Sossamon|Benno FÃ¼rmann|Mark Addy|Peter Weller,Brian Helgeland,102,Drama|Fantasy|Horror|Mystery|Romance,42,4.8,2003,41487342.5673884,13703631.9679177
60000000,119940815,Intolerable Cruelty,George Clooney|Catherine Zeta-Jones|Edward Herrmann|Geoffrey Rush|Richard Jenkins,Joel Coen,100,Crime|Comedy|Romance,201,5.7,2003,71121158.6869516,142172162.277621
55000000,34234008,The Hunted,Tommy Lee Jones|Benicio del Toro|Connie Nielsen|Leslie Stefanson|John Finn,William Friedkin,94,Drama|Action|Thriller|Crime,90,5.8,2003,65194395.463039,40579371.9243062
16500000,16942795,House of Sand and Fog,Jennifer Connelly|Ben Kingsley|Ron Eldard|Frances Fisher|Kim Dickens,Vadim Perelman,126,Drama,76,6.5,2003,19558318.6389117,20083186.8632581
1500000,30553394,Cabin Fever,Rider Strong|Jordan Ladd|James DeBello|Cerina Vincent|Joey Kern,Eli Roth,93,Horror,142,5.3,2003,1778028.96717379,36216546.3849826
60000000,80154140,Runaway Jury,John Cusack|Gene Hackman|Dustin Hoffman|Rachel Weisz|Bruce McGill,Gary Fleder,127,Drama|Thriller,180,6.8,2003,71121158.6869516,95010921.839269
8000000,60378584,Monster,Charlize Theron|Christina Ricci|Bruce Dern|Lee Tergesen|Annie Corley,Patty Jenkins,110,Crime|Drama,216,6.8,2003,9482821.15826022,71569914.232624
20000000,132675402,Bringing Down The House,Steve Martin|Queen Latifah|Eugene Levy|Joan Plowright|Jean Smart,Adam Shankman,105,Comedy,85,5.3,2003,23707052.895650502,157267138.65828502
54000000,7266209,Gigli,Ben Affleck|Jennifer Lopez|Justin Bartha|Lainie Kazan|Lenny Venito,Martin Brest,121,Drama,48,3.8,2003,64009042.8182565,8613020.0556926
6000000,2,Shattered Glass,Hayden Christensen|Peter Sarsgaard|ChloÃ« Sevigny|Rosario Dawson|Melanie Lynskey,Billy Ray,94,Drama|History,46,6.4,2003,7112115.86869516,2.37070528956505
19000000,39267515,Dumb and Dumberer: When Harry Met Lloyd,Mimi Rogers|Eric Christian Olsen|Luis GuzmÃ¡n|Rachel Nichols|Eugene Levy,Troy Miller,85,Comedy,110,4.2,2003,22521700.250868,46545852.7592875
0,31466789,Girl with a Pearl Earring,Scarlett Johansson|Colin Firth|Cillian Murphy|Tom Wilkinson|Judy Parfitt,Peter Webber,101,Drama|Romance,197,6.3,2003,0.0,37299241.563963704
0,50097949,National Security,Martin Lawrence|Steve Zahn|Colm Feore|Bill Duke|Eric Roberts,Dennis Dugan,88,Action|Comedy|Crime|Thriller,133,5.6,2003,0.0,59383736.3453302
0,343816,The United States of Leland,Don Cheadle|Ryan Gosling|Chris Klein|Kevin Spacey|Jena Malone,Matthew Ryan Hoge,108,Crime|Drama,43,6.4,2003,0.0,407543.204918549
20000000,37095657,Uptown Girls,Brittany Murphy|Dakota Fanning|Marley Shelton|Donald Faison|Jesse Spencer,Boaz Yakin,92,Comedy,108,6.2,2003,23707052.895650502,43971435.1348954
50000000,38955598,The Life of David Gale,Kevin Spacey|Kate Winslet|Laura Linney|Gabriel Mann|Rhona Mitra,Alan Parker,130,Drama|Thriller|Crime,246,7.2,2003,59267632.23912641,46176121.1183849
3000000,10012022,Elephant,Alex Frost|Eric Deulen|John Robinson|Elias McConnell|Jordan Taylor,Gus Van Sant,81,Drama|Crime,186,7.1,2003,3556057.93434758,11867776.7573208
0,7897645,Coffee and Cigarettes,Roberto Benigni|Steven Wright|Joie Lee|CinquÃ© Lee|Steve Buscemi,Jim Jarmusch,96,Comedy|Drama,100,6.8,2003,0.0,9361494.3883035
8000000,41400000,Whale Rider,Keisha Castle-Hughes|Rawiri Paratene|Vicky Haughton|Cliff Curtis|Grant Roa,Niki Caro,101,Drama|Family,46,6.7,2003,9482821.15826022,49073599.4939966
